Trait,TraitDef,trait.name,trait,error/CI,TraitUnit,T,AmbientTempUnit,Location,Latitude,Longitude,Consumer,ConCommon,ConStage,Resource,ResCommon,ResStage,Virus,Citation,FigureTable,Notes
Development rate ,1/days,adr,0.196,,,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,Adult,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Development rate ,1/days,adr,0.164,,,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,Adult,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Development rate ,1/days,adr,0.156,,,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,Adult,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Development rate ,1/days,adr,NA,,,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,Adult,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.022,,,15,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.02,,,17.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.05,,,20,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.051,,,22.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.119,,,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.076,,,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,0.206,,,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Mortality nymphs,Proportion of death nymphs before adulthood at temperature x,mun,1,,,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.978,,,15,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.98,,,17.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.95,,,20,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.949,,,22.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.881,,,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.924,,,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0.794,,,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Proportion nymphs to adulthood,Proportion of nymphs that reached adulthood,pna,0,,,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 1,
Generation time,Mean Generation Time at temperature x,gt,25.66,,Days,15,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,19.82,,Days,17.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",TaBle 2,
Generation time,Mean Generation Time at temperature x,gt,15.98,,Days,20,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,13.98,,Days,22.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,13.86,,Days,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,15.32,,Days,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,11.5,,Days,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Generation time,Mean Generation Time at temperature x,gt,NA,,Days,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,62.15,,,15,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,63.24,,,17.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,79.29,,,20,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,80.91,,,22.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,85.33,,,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,73.69,,,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,5,,,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,NA,,,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.189,0.0027,,15,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.244,0.0038,,17.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.35,0.0058,,20,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.386,0.0039,,22.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.412,0.0034,,25,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.35,0.0033,,27.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.143,0.0095,,30,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,NA,,,32.5,Celsius,"Adana, Turkey",36.9914 N,35.3308 E,Myzus persicae,Peach-potato aphid,,Capsicum annuum,Pepper,Leaf Disks,,"Satar, S., U. Kersting, and N. Uygun. 2008. ""Effect Of Temperature On Population Parameters Of Aphis Gossypii Glover And Myzus Persicae (Sulzer) (Homoptera: Aphididae) On Pepper"". Journal Of Plant Diseases And Protection 115 (2): 69-74. doi:10.1007/bf03356241.",Table 2,
Development time,Mean development time at temperature x,adt,2,,Days,17,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 1,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,2.1,,Days,20,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 1,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,1.8,,Days,25,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 1,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,1.3,,Days,30,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 1,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,2.3,,Days,17,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 2,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,1.6,,Days,20,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 2,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,1,,Days,25,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 2,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,0.9,,Days,30,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 2,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,2.7,,Days,17,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 3,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
Development time,Mean development time at temperature x,adt,1.6,,Days,20,Celsius,"West Bohemia, Czech Republic",49.7384 N,13.3736 E,Aphis gossypii,Cotton Aphid,Instar 3,Cucumis sativus,Cucumber,Leaf Disks,,"Kocourek, F., J. Havelka, J. Beránková, and V. Jaro?ik. 1994. ""Effect Of Temperature On Development Rate And Intrinsic Rate Of Increase Of Aphis Gossypii Reared On Greenhouse Cucumbers"". Entomologia Experimentalis Et Applicata 71 (1): 59-64. doi:10.1111/j.1570-7458.1994.tb01769.x.",Table 1,
